Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
17/05/26,,Udinese Draw,3.23,3.34,3.4056,0-1,F,0,5.0,-5.0,F (0-1)
17/05/26,,Udinese Under 2.5,1.59,1.725,8.4906,0-1,G,1,15.0,10.875,G (0-1)
17/05/26,,AZ Win,1.24,1.37,10.4839,,,X,,,
17/05/26,,Utrecht Draw,4.66,4.8,3.0043,,,X,,,
17/05/26,,Utrecht Under 3.5,1.57,1.75,11.465,2-0,G,1,15.0,11.25,G (2-0)
17/05/26,,Volendam Win,1.96,2.9,47.9592,1-2,F,0,10.0,-10.0,F (1-2)
17/05/26,,Volendam Draw,3.57,3.64,1.9608,,,X,,,
17/05/26,,Volendam Under 3.5,1.31,1.625,24.0458,1-2,G,1,20.0,12.5,G (1-2)
17/05/26,,Heracles Draw,4.3,4.65,8.1395,1-2,F,0,5.0,-5.0,F (1-2)
17/05/26,,Heracles Under 3.5,1.55,1.775,14.5161,1-2,G,1,15.0,11.625,G (1-2)
17/05/26,,Go Ahead Win,4.63,7.5,61.987,2-1,F,0,5.0,-5.0,F (2-1)
17/05/26,,Go Ahead Draw,4.57,5.25,14.8796,2-1,F,0,5.0,-5.0,F (2-1)
17/05/26,,Go Ahead Under 3.5,1.89,1.975,4.4974,,,X,,,
17/05/26,,Feyenoord Draw,3.59,4.3,19.7772,0-2,F,0,5.0,-5.0,F (0-2)
17/05/26,,Feyenoord Under 2.5,1.89,2.88,52.381,,,X,,,
17/05/26,,Feyenoord Under 3.5,1.34,1.83,36.5672,0-2,G,1,20.0,16.6,G (0-2)
17/05/26,,PSV Win,1.57,2.15,36.9427,4-1,G,1,15.0,17.25,G (4-1)
17/05/26,,PSV Over 3.5,1.44,1.8,25.0,4-1,G,1,20.0,16.0,G (4-1)
17/05/26,,Heerenveen Win,2.58,3.0,16.2791,0-0,F,0,5.0,-5.0,F (0-0)
17/05/26,,Heerenveen Under 3.5,1.96,1.975,0.7653,,,X,,,
17/05/26,,Sparta Draw,3.7,3.86,4.3243,,,X,,,
17/05/26,,Sparta Under 3.5,1.47,1.7,15.6463,2-3,F,0,20.0,-20.0,F (2-3)
17/05/26,,Celta Win,2.52,3.5,38.8889,1-1,F,0,5.0,-5.0,F (1-1)
17/05/26,,Celta Draw,2.95,3.28,11.1864,1-1,G,1,5.0,11.4,G (1-1)
17/05/26,,Celta Under 2.5,1.49,1.72,15.4362,1-1,G,1,20.0,14.4,G (1-1)
17/05/26,,Atletico Madrid Win,1.43,1.75,22.3776,1-0,G,1,20.0,15.0,G (1-0)
17/05/26,,Elche Over 1.5,1.55,1.53,-1.2903,,,X,,,
17/05/26,,Levante Win,1.83,2.1,14.7541,2-0,G,1,15.0,16.5,G (2-0)
17/05/26,,Levante Over 2.5,1.79,1.85,3.352,,,X,,,
17/05/26,,Osasuna Win,1.89,2.1,11.1111,1-2,F,0,15.0,-15.0,F (1-2)
17/05/26,,Osasuna Over 2.5,1.98,2.37,19.697,1-2,G,1,10.0,13.7,G (1-2)
17/05/26,,Oviedo Win,3.51,3.8,8.2621,0-1,F,0,5.0,-5.0,F (0-1)
17/05/26,,Oviedo Draw,2.68,3.76,40.2985,0-1,F,0,5.0,-5.0,F (0-1)
17/05/26,,Oviedo Under 2.5,1.33,1.975,48.4962,0-1,G,1,20.0,19.5,G (0-1)
17/05/26,,Villarreal Win,2.86,3.0,4.8951,,,X,,,
17/05/26,,Villarreal Draw,3.18,3.56,11.9497,2-0,F,0,5.0,-5.0,F (2-0)
17/05/26,,Villarreal Under 2.5,1.71,2.1,22.807,2-0,G,1,15.0,16.5,G (2-0)
17/05/26,,Sociedad Win,1.71,2.15,25.731,3-4,F,0,15.0,-15.0,F (3-4)
17/05/26,,Sociedad Over 2.5,1.81,1.8,-0.5525,,,X,,,
17/05/26,,Real Madrid Win,1.93,2.15,11.399,0-1,G,1,10.0,11.5,G (0-1)
17/05/26,,Barca Win,1.25,1.33,6.4,,,X,,,
17/05/26,,Barca Under 3.5,1.95,1.975,1.2821,,,X,,,
18/05/26,,Arsenal Win,1.07,1.08,0.9346,,,X,,,
18/05/26,,Arsenal Over 3.5,1.49,2.025,35.906,1-0,F,0,20.0,-20.0,F (1-0)
19/05/26,,Bournemouth Win,3.5,4.75,35.7143,,,0,5.0,-5.0,
19/05/26,,Bourenmouth Draw,3.86,4.55,17.8756,,,1,5.0,17.75,
19/05/26,,Bournemouth Under 3.5,1.63,1.75,7.362,,,1,15.0,11.25,
19/05/26,,Chelsea Draw,3.19,3.62,13.4796,,,0,5.0,-5.0,
19/05/26,,Chelsea Under 2.5,1.65,2.1,27.2727,,,0,15.0,-15.0,
19/05/26,,Chelsea Under 3.5,1.24,1.53,23.3871,,,X,,,
21/05/26,,Ajax Win,1.62,1.9,17.284,,,1,15.0,13.5,
21/05/26,,Ajax Under 3.5,1.56,1.5,-3.8462,,,X,,,
21/05/26,,Utrecht Win,1.59,1.9,19.4969,,,1,15.0,13.5,
22/05/26,,Atalanta Draw,3.14,3.48,10.828,,,1,5.0,12.4,
22/05/26,,Atalanta Under 2.5,1.7,2.15,26.4706,,,1,15.0,17.25,
23/05/26,,Inter Win,1.83,2.0,9.2896,3-3,F,0,15.0,-15.0,F (3-3)
23/05/26,,Inter Draw,3.6,3.74,3.8889,,,X,,,
23/05/26,,Inter Under 2.5,1.82,2.2,20.8791,3-3,F,0,15.0,-15.0,F (3-3)
23/05/26,,Lazio Win,1.59,1.72,8.1761,2-1,G,1,15.0,10.8,G (2-1)
23/05/26,,Lazio Draw,4.26,3.82,-10.3286,,,X,,,
23/05/26,,Alaves Win,2.4,2.35,-2.0833,,,X,,,
23/05/26,,Alaves Draw,3.33,3.42,2.7027,,,X,,,
23/05/26,,Alaves Under 2.5,1.83,1.8,-1.6393,,,X,,,
23/05/26,,Sevilla Win,4.4,4.0,-9.0909,,,X,,,
23/05/26,,Sevilla Over 2.5,1.53,2.025,32.3529,1-0,F,0,15.0,-15.0,F (1-0)
23/05/26,,Sociedad Win,3.01,3.1,2.99,0-1,F,0,5.0,-5.0,F (0-1)
23/05/26,,Sociedad Draw,3.23,3.72,15.1703,1-1,G,1,5.0,13.6,G (1-1)
23/05/26,,Sociedad Under 2.5,1.77,2.1,18.6441,1-1,G,1,15.0,16.5,G (1-1)
23/05/26,,Getafe Win,2.18,2.8,28.4404,1-0,G,1,10.0,18.0,G (1-0)
23/05/26,,Getafe Under 1.5,2.18,2.2,0.9174,,,X,,,
23/05/26,,Elche Win,2.61,4.2,60.9195,1-1,F,0,5.0,-5.0,F (1-1)
23/05/26,,Elche Draw,3.43,3.86,12.5364,1-1,G,1,5.0,14.3,G (1-1)
23/05/26,,Elche Under 2.5,1.99,2.1,5.5276,1-1,G,1,10.0,11.0,G (1-1)
23/05/26,,Mallorca Draw,4.35,4.55,4.5977,,,X,,,
23/05/26,,Mallorca Over 2.5,1.89,1.9,0.5291,,,X,,,
23/05/26,,Betis Win,1.71,2.25,31.5789,2-1,G,1,15.0,18.75,G (2-1)
23/05/26,,Betis Over 2.5,1.67,1.61,-3.5928,,,X,,,
23/05/26,,Real Madrid Win,1.24,1.48,19.3548,4-2,G,1,20.0,9.6,G (4-2)
23/05/26,,Real Madrid Over 3.5,2.13,2.2,3.2864,,,X,,,
23/05/26,,Barcelona Win,1.91,1.95,2.0942,,,X,,,
23/05/26,,Barcelona Draw,4.07,4.15,1.9656,,,X,,,
23/05/26,,Barcelona Under 3.5,1.66,1.675,0.9036,,,X,,,
24/05/26,,Brighton Draw,3.84,4.25,10.6771,0-3,F,0,5.0,-5.0,F (0-3)
24/05/26,,Brighton Under 2.5,2.29,2.75,20.0873,0-3,F,0,10.0,-10.0,F 0-3
24/05/26,,Brighton Under 3.5,1.51,1.72,13.9073,,,X,,,
24/05/26,,Burnley Win,2.15,2.35,9.3023,1-1,F,0,10.0,-10.0,F (1-1)
24/05/26,,Burnley Draw,2.9,3.54,22.069,1-1,G,1,5.0,12.7,G (1-1)
24/05/26,,Burnley Under 1.5,2.26,4.33,91.5929,,,X,,,
24/05/26,,Burnley Under 2.5,1.38,2.1,52.1739,,,X,,,
24/05/26,,Burnley Under 3.5,1.13,1.5,32.7434,1-1,G,1,20.0,10.0,G (1-1)
24/05/26,,Arsenal Win,1.62,1.83,12.963,1-2,G,1,15.0,12.45,G (1-2)
24/05/26,,Arsenal Draw,3.89,4.0,2.8278,,,X,,,
24/05/26,,Arsenal Under 2.5,1.76,2.2,25.0,1-2,F,0,15.0,-15.0,F (1-2)
24/05/26,,Arsenal Under 3.5,1.29,1.45,12.4031,,,X,,,
24/05/26,,Fulham Win,2.3,2.88,25.2174,2-0,G,1,10.0,18.8,G (2-0)
24/05/26,,Fulham Draw,3.25,3.84,18.1538,2-0,F,0,5.0,-5.0,F (2-0)
24/05/26,,Fulham Under 2.5,1.72,2.35,36.6279,2-0,G,1,15.0,20.25,G (2-0)
24/05/26,,Fulham Under 3.5,1.27,1.53,20.4724,,,X,,,
24/05/26,,Liverpool Win,1.51,1.85,22.5166,1-1,F,0,15.0,-15.0,F (1-1)
24/05/26,,Liverpool Under 2.5,2.56,2.75,7.4219,1-1,G,1,5.0,8.75,G (1-1)
24/05/26,,Liverpool Under 3.5,1.63,1.72,5.5215,,,X,,,
24/05/26,,Man City Draw,5.41,6.3,16.451,1-2,F,0,2.5,-2.5,F (1-2)
24/05/26,,Man City Under 2.5,2.64,3.75,42.0455,1-2,F,0,5.0,-5.0,F (1-2)
24/05/26,,Man City Under 3.5,1.67,2.1,25.7485,,,X,,,
24/05/26,,Nottingham Under 2.5,2.34,2.38,1.7094,,,X,,,
24/05/26,,Nottingham Under 3.5,1.54,1.57,1.9481,,,X,,,
24/05/26,,Sunderland Win,2.19,3.5,59.8174,2-1,G,1,10.0,25.0,G (2-1)
24/05/26,,Sunderland Draw,3.6,3.82,6.1111,2-1,F,0,5.0,-5.0,F (2-1)
24/05/26,,Everton Win,3.05,3.9,27.8689,1-0,F,0,5.0,-5.0,F (1-0)
24/05/26,,Everton Draw,3.32,3.8,14.4578,1-0,F,0,5.0,-5.0,F (1-0)
24/05/26,,Everton Under 2.5,1.87,2.1,12.2995,1-0,G,1,15.0,16.5,G (1-0)
24/05/26,,Leeds Win,2.3,4.1,78.2609,3-0,F,0,10.0,-10.0,F (3-0)
24/05/26,,Leeds Draw,3.75,4.2,12.0,3-0,F,0,5.0,-5.0,F (3-0)
24/05/26,,Leeds Over 2.5,1.71,1.61,-5.848,,,X,,,
24/05/26,,Sassuolo Win,2.4,2.62,9.1667,1-0,F,0,5.0,-5.0,F (1-0)
24/05/26,,Sassuolo Draw,3.12,3.42,9.6154,1-0,F,0,5.0,-5.0,F (1-0)
24/05/26,,Sassuolo Under 2.5,1.64,1.975,20.4268,1-0,G,1,15.0,14.625,G (1-0)
24/05/26,,Udinese Win,4.78,7.0,46.4435,1-0,F,0,5.0,-5.0,F (1-0)
24/05/26,,Udinese Draw,4.21,4.25,0.9501,,,X,,,
24/05/26,,Udinese Over 2.5,1.57,1.9,21.0191,1-0,F,0,15.0,-15.0,F (1-0)
24/05/26,,Cagliari Win,7.07,10.9,54.1726,1-2,G,1,2.5,24.75,G (1-2)
24/05/26,,Cagliari Draw,4.02,5.55,38.0597,1-2,F,0,5.0,-5.0,F (1-2)
24/05/26,,Cagliari Under 2.5,2.0,2.2,10.0,1-2,F,0,10.0,-10.0,F (1-2)
24/05/26,,Como Draw,3.75,4.4,17.3333,1-4,F,0,5.0,-5.0,F (1-4)
24/05/26,,Como Under 2.5,1.82,2.2,20.8791,1-4,F,0,15.0,-15.0,F (1-4)
24/05/26,,Hellas Win,8.11,10.5,29.4698,0-2,F,0,2.5,-2.5,F (0-2)
24/05/26,,Hellas Draw,4.09,5.75,40.5868,0-2,F,0,5.0,-5.0,F (0-2)
24/05/26,,Hellas Under 2.5,1.92,2.05,6.7708,0-2,G,1,10.0,10.5,G (0-2)
24/05/26,,Genoa Win,2.53,5.0,97.6285,1-0,F,0,5.0,-5.0,F (1-0)
24/05/26,,Genoa Draw,2.98,3.56,19.4631,1-0,F,0,5.0,-5.0,F (1-0)
24/05/26,,Genoa Under 2.5,1.52,1.625,6.9079,1-0,G,1,15.0,9.375,G (1-0)
24/05/26,,Torino Win,5.03,7.0,39.165,2-2,F,0,2.5,-2.5,F (2-2)
24/05/26,,Torino Draw,3.8,4.5,18.4211,2-2,G,1,5.0,17.5,G (2-2)
24/05/26,,Villarreal Win,2.06,2.5,21.3592,5-1,G,1,10.0,15.0,G (5-1)
24/05/26,,Villarreal Under 2.5,2.57,2.63,2.3346,,,X,,,
24/05/26,,Villarreal Under 3.5,1.63,1.67,2.454,,,X,,,
