Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
13/09/26,FC Arouca - CD Santa Clara,O/U 2.5 Over,1.941,2.25,15.92,1-2,G,1,7.5,9.38,
13/09/26,FC Famalicão - Sporting Clube de Portugal,1X2 Sporting Clube de Portugal,1.278,1.56,22.1,1-1,F,0,17.5,-17.5,
13/09/26,FC Famalicão - Sporting Clube de Portugal,O/U 2.5 Over,1.68,1.83,8.9,1-1,F,0,12.5,-12.5,
11/09/26,Venezia FC - ACF Fiorentina,1X2 Gelijkspel,2.774,3.47,25.06,2-4,F,0,5.0,-5.0,
11/09/26,Venezia FC - ACF Fiorentina,O/U 2.5 Under,1.382,2.1,51.94,2-4,F,0,12.5,-12.5,
12/09/26,Genoa CFC - Frosinone Calcio,1X2 Frosinone Calcio,1.858,3.79,103.97,1-1,F,0,5.0,-5.0,
12/09/26,Genoa CFC - Frosinone Calcio,O/U 2.5 Over,1.773,2,12.82,1-1,F,0,10.0,-10.0,
12/09/26,SS Lazio - AC Milan,1X2 AC Milan,2.111,2.29,8.5,2-2,F,0,7.5,-7.5,
12/09/26,SS Lazio - AC Milan,O/U 2.5 Over,1.81,2.33,28.75,2-2,G,1,10.0,13.3,
12/09/26,Atalanta BC - Cagliari Calcio,1X2 Atalanta BC,1.345,1.59,18.2,1-2,F,0,15.0,-15.0,
12/09/26,Atalanta BC - Cagliari Calcio,O/U 2.5 Under,1.702,1.94,13.98,1-2,F,0,10.0,-10.0,
13/09/26,US Lecce - AC Monza,1X2 Gelijkspel,2.857,3.16,10.6,3-2,F,0,5.0,-5.0,
13/09/26,SSC Napoli - Bologna FC 1909,1X2 Gelijkspel,3.151,3.77,19.63,1-0,F,0,5.0,-5.0,
13/09/26,SSC Napoli - Bologna FC 1909,1X2 Bologna FC 1909,4.13,5.22,26.41,1-0,F,0,5.0,-5.0,
13/09/26,SSC Napoli - Bologna FC 1909,O/U 2.5 Under,1.63,1.75,7.34,1-0,G,1,12.5,9.38,
13/09/26,US Sassuolo Calcio - Juventus FC,1X2 Juventus FC,1.277,1.66,30.04,3-2,F,0,17.5,-17.5,
