Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
05/09/26,Newcastle United FC - AFC Bournemouth,1X2 Newcastle United FC,1.687,2.23,32.18,2-2,F,0,12.5,-12.5,
05/09/26,Newcastle United FC - AFC Bournemouth,O/U 3.5 Over,1.645,2.4,45.9,2-2,G,1,10.0,14.0,
05/09/26,Nottingham Forest FC - Tottenham Hotspur FC,1X2 Nottingham Forest FC,2.295,2.52,9.81,0-0,F,0,5.0,-5.0,
05/09/26,Nottingham Forest FC - Tottenham Hotspur FC,1X2 Gelijkspel,3.099,3.58,15.52,0-0,G,1,5.0,12.9,
05/09/26,Nottingham Forest FC - Tottenham Hotspur FC,O/U 2.5 Under,1.566,1.97,25.78,0-0,G,1,10.0,9.7,
05/09/26,Brighton & Hove Albion FC - Leeds United FC,1X2 Brighton & Hove Albion FC,1.436,1.95,35.75,1-1,F,0,15.0,-15.0,
05/09/26,Brighton & Hove Albion FC - Leeds United FC,O/U 2.5 Over,1.712,1.93,12.71,1-1,F,0,12.5,-12.5,
05/09/26,Brentford FC - Sunderland AFC,1X2 Brentford FC,1.343,1.67,24.38,1-1,F,0,15.0,-15.0,
05/09/26,Brentford FC - Sunderland AFC,O/U 2.5 Over,1.585,1.89,19.22,1-1,F,0,12.5,-12.5,
05/09/26,Fulham FC - Crystal Palace FC,1X2 Fulham FC,2.128,2.39,12.31,2-3,F,0,7.5,-7.5,
05/09/26,Fulham FC - Crystal Palace FC,O/U 2.5 Under,1.759,2.02,14.86,2-3,F,0,12.5,-12.5,
06/09/26,Everton FC - Manchester United FC,1X2 Everton FC,2.415,3.33,37.88,2-2,F,0,5.0,-5.0,
06/09/26,Everton FC - Manchester United FC,1X2 Gelijkspel,3.334,3.65,9.47,2-2,G,1,5.0,13.25,
06/09/26,Everton FC - Manchester United FC,O/U 2.5 Under,1.84,2.25,22.27,2-2,F,0,10.0,-10.0,
04/09/26,Genoa CFC - Como 1907,1X2 Como 1907,1.43,1.88,31.44,1-4,G,1,15.0,13.2,
04/09/26,Genoa CFC - Como 1907,O/U 2.5 Over,2.131,2.36,10.75,1-4,G,1,7.5,10.2,
05/09/26,FC Internazionale Milano - SSC Napoli,1X2 FC Internazionale Milano,1.561,1.7,8.89,3-2,G,1,12.5,8.75,
05/09/26,FC Internazionale Milano - SSC Napoli,O/U 2.5 Over,1.609,2.1,30.56,3-2,G,1,12.5,13.75,
05/09/26,AS Roma - Atalanta BC,1X2 AS Roma,1.675,1.79,6.85,2-1,G,1,12.5,9.88,
05/09/26,AS Roma - Atalanta BC,O/U 2.5 Over,1.662,1.97,18.55,2-1,G,1,12.5,12.12,
06/09/26,Parma Calcio 1913 - AC Monza,1X2 Parma Calcio 1913,1.727,2.6,50.51,1-1,F,0,10.0,-10.0,
06/09/26,Frosinone Calcio - Venezia FC,1X2 Frosinone Calcio,1.552,2.86,84.3,3-2,G,1,7.5,13.95,
04/09/26,FC Porto - Moreirense FC,O/U 2.5 Over,1.291,1.67,29.34,2-1,G,1,15.0,10.05,
05/09/26,CF Estrela da Amadora - FC Famalicão,1X2 CF Estrela da Amadora,2.705,3,10.88,2-2,F,0,5.0,-5.0,
05/09/26,FC Alverca - Sporting Clube de Braga,1X2 Sporting Clube de Braga,1.29,1.81,40.32,1-2,G,1,15.0,12.15,
05/09/26,FC Alverca - Sporting Clube de Braga,O/U 2.5 Over,1.473,2.05,39.2,1-2,G,1,10.0,10.5,
05/09/26,Sporting Clube de Portugal - CD Nacional,O/U 3.5 Over,1.561,2,28.12,2-0,F,0,10.0,-10.0,

