Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
11/09/26,1. FC Union Berlin - FC Schalke 04,1X2 1. FC Union Berlin,2.159,2.31,6.98,1-3,F,0,7.5,-7.5,
09/09/26,FC Twente '65 - Telstar 1963,1X2 Gelijkspel,5.086,6.6,29.76,1-0,F,0,2.5,-2.5,
09/09/26,FC Twente '65 - Telstar 1963,O/U 3.5 Under,1.27,2.2,73.16,1-0,G,1,7.5,9.0,
11/09/26,Sevilla FC - Valencia CF,1X2 Sevilla FC,1.886,2.22,17.73,1-0,G,1,10.0,12.2,
11/09/26,Stade Rennais FC 1901 - Olympique de Marseille,1X2 Stade Rennais FC 1901,1.905,2.16,13.41,1-0,G,1,7.5,8.7,
11/09/26,Stade Rennais FC 1901 - Olympique de Marseille,O/U 3.5 Over,1.919,2.41,25.56,1-0,F,0,7.5,-7.5,
09/09/26,Moreirense FC - Sport Lisboa e Benfica,O/U 3.5 Over,1.523,2.05,34.64,0-4,G,1,7.5,7.87,
10/09/26,CF Estrela da Amadora - Sporting Clube de Braga,1X2 Sporting Clube de Braga,1.311,1.69,28.95,2-1,F,0,15.0,-15.0,
10/09/26,CF Estrela da Amadora - Sporting Clube de Braga,O/U 2.5 Over,1.215,2,64.61,2-1,G,1,10.0,10.0,
11/09/26,Venezia FC - ACF Fiorentina,1X2 Gelijkspel,2.774,3.47,25.06,2-4,F,0,5.0,-5.0,
11/09/26,Venezia FC - ACF Fiorentina,O/U 2.5 Under,1.382,2.1,51.94,2-4,F,0,12.5,-12.5,
