Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
19/09/26,CA Osasuna - Rayo Vallecano de Madrid,1X2 CA Osasuna,1.749,2.35,34.37,1-1,F,0,7.5,-7.5,
19/09/26,CA Osasuna - Rayo Vallecano de Madrid,O/U 2.5 Under,1.582,1.78,12.5,1-1,G,1,10.0,7.8,
19/09/26,Sevilla FC - FC Barcelona,O/U 3.5 Over,1.473,1.76,19.49,1-3,G,1,15.0,11.4,
18/09/26,AS Monaco FC - Racing Club de Lens,1X2 AS Monaco FC,1.544,2.08,34.7,2-1,G,1,12.5,13.5,
19/09/26,Paris FC - RC Strasbourg Alsace,1X2 RC Strasbourg Alsace,3.227,3.75,16.22,2-1,F,0,5.0,-5.0,
19/09/26,Paris FC - RC Strasbourg Alsace,O/U 2.5 Over,1.237,1.65,33.44,2-1,G,1,12.5,8.12,
19/09/26,Toulouse FC - Le Havre AC,1X2 Gelijkspel,2.917,3.74,28.23,3-2,F,0,5.0,-5.0,
19/09/26,Toulouse FC - Le Havre AC,1X2 Le Havre AC,3.115,4.94,58.62,3-2,F,0,5.0,-5.0,
19/09/26,Toulouse FC - Le Havre AC,O/U 2.5 Under,1.466,1.96,33.72,3-2,F,0,12.5,-12.5,
19/09/26,Olympique Lyonnais - Stade Rennais FC 1901,1X2 Olympique Lyonnais,1.797,2.16,20.17,4-0,G,1,10.0,11.6,
19/09/26,Olympique Lyonnais - Stade Rennais FC 1901,O/U 3.5 Over,1.714,2.36,37.66,4-0,G,1,7.5,10.2,
18/09/26,Brentford FC - Chelsea FC,1X2 Brentford FC,2.543,2.88,13.27,3-0,G,1,5.0,9.4,
18/09/26,Brentford FC - Chelsea FC,O/U 3.5 Over,1.7,2.19,28.84,3-0,F,0,10.0,-10.0,
19/09/26,Tottenham Hotspur FC - Aston Villa FC,1X2 Gelijkspel,3.029,3.68,21.48,2-3,F,0,5.0,-5.0,
19/09/26,Tottenham Hotspur FC - Aston Villa FC,O/U 2.5 Under,1.456,2.11,44.87,2-3,F,0,12.5,-12.5,
19/09/26,Everton FC - Ipswich Town FC,1X2 Everton FC,1.374,1.78,29.53,1-0,G,1,15.0,11.7,
19/09/26,Everton FC - Ipswich Town FC,O/U 2.5 Over,1.333,1.74,30.57,1-0,F,0,12.5,-12.5,
19/09/26,Brighton & Hove Albion FC - Arsenal FC,1X2 Arsenal FC,1.382,1.73,25.18,3-0,F,0,17.5,-17.5,
19/09/26,Brighton & Hove Albion FC - Arsenal FC,O/U 2.5 Under,1.947,2.14,9.89,3-0,F,0,7.5,-7.5,
19/09/26,CD Nacional - FC Famalicão,1X2 CD Nacional,3.223,3.7,14.77,0-4,F,0,5.0,-5.0,
19/09/26,CD Nacional - FC Famalicão,1X2 Gelijkspel,3.366,3.4,1.01,0-4,F,0,5.0,-5.0,
18/09/26,AC Monza - US Sassuolo Calcio,1X2 US Sassuolo Calcio,2.103,2.35,11.77,2-1,F,0,5.0,-5.0,
19/09/26,Bologna FC 1909 - Torino FC,1X2 Gelijkspel,3.11,3.58,15.1,1-1,G,1,5.0,12.9,
19/09/26,Bologna FC 1909 - Torino FC,O/U 2.5 Under,1.454,1.8,23.82,1-1,G,1,12.5,10.0,
19/09/26,Udinese Calcio - Cagliari Calcio,1X2 Gelijkspel,2.873,3.38,17.65,0-1,F,0,5.0,-5.0,
19/09/26,Udinese Calcio - Cagliari Calcio,1X2 Cagliari Calcio,2.629,3.5,33.12,0-1,G,1,5.0,12.5,
19/09/26,Udinese Calcio - Cagliari Calcio,O/U 2.5 Under,1.451,1.74,19.95,0-1,G,1,12.5,9.25,
19/09/26,AS Roma - FC Internazionale Milano,1X2 Gelijkspel,3.338,3.54,6.05,2-2,G,1,5.0,12.7,
19/09/26,AS Roma - FC Internazionale Milano,1X2 FC Internazionale Milano,2.366,2.68,13.29,2-2,F,0,5.0,-5.0,
19/09/26,AS Roma - FC Internazionale Milano,O/U 2.5 Under,1.864,2.33,24.97,2-2,F,0,10.0,-10.0,
19/09/26,Venezia FC - SS Lazio,1X2 SS Lazio,1.219,2.02,65.72,0-2,G,1,15.0,15.3,
19/09/26,Venezia FC - SS Lazio,O/U 2.5 Under,1.747,2.05,17.34,0-2,G,1,12.5,13.12,
